-1.473135809898376645e-05,-7.926035714149471945e-01,5.939498190879821671e+00,2.988448715209960938e+01,3.155512809753417969e+00,1.507613449939526618e-01,0.000000000000000000e+00
-1.485917072296142756e-05,-1.082003767490386625e+00,5.939113454818725657e+00,2.988463592529296875e+01,3.155704259872436523e+00,2.381774079985916615e-01,0.000000000000000000e+00
-1.252233581542969002e-05,-1.200825841426849117e+00,5.938964753150940190e+00,2.988447570800781250e+01,3.155636072158813477e+00,3.255061570089310408e-01,0.000000000000000000e+00
-1.005200378894806052e-05,-1.247061045169829852e+00,5.939188985824585210e+00,2.988464355468750000e+01,3.155648946762084961e+00,4.128218140103854239e-01,0.000000000000000000e+00
-8.155463504791262449e-06,-1.261014611721038348e+00,5.939537529945373429e+00,2.988434410095214844e+01,3.155528545379638672e+00,5.002018960076384246e-01,0.000000000000000000e+00
-6.758757519721987319e-06,-1.261200685501098206e+00,5.938993077278136745e+00,2.988482475280761719e+01,3.155654907226562500e+00,5.875534790102392435e-01,0.000000000000000000e+00
-5.782051134109499405e-06,-1.255382437705993226e+00,5.939036350250243679e+00,2.988476371765136719e+01,3.155619144439697266e+00,6.748418399947695434e-01,0.000000000000000000e+00
-5.009903955459596836e-06,-1.246915490627288348e+00,5.939111881256103231e+00,2.988477897644042969e+01,3.155690431594848633e+00,7.622445879969745874e-01,0.000000000000000000e+00
-4.412693667411806366e-06,-1.237257356643676420e+00,5.938944296836853098e+00,2.988503646850585938e+01,3.155703306198120117e+00,8.495214499998837709e-01,0.000000000000000000e+00
-3.945561933517458197e-06,-1.226942653656005522e+00,5.938899450302123739e+00,2.988497924804687500e+01,3.155576944351196289e+00,9.368898840039037168e-01,0.000000000000000000e+00
-3.590522933006289476e-06,-1.217290027141570752e+00,5.938848309516906454e+00,2.988478469848632812e+01,3.155803442001342773e+00,1.024180597014492378e+00,0.000000000000000000e+00
